CountryName,CountryISO3,Year,IndicatorName,IndicatorCode,Value
Bosnia and Herzegovina,BIH,2017,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,97.011
Bosnia and Herzegovina,BIH,2016,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,100.543
Bosnia and Herzegovina,BIH,2015,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,109.237
Bosnia and Herzegovina,BIH,2014,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,118.933
Bosnia and Herzegovina,BIH,2013,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,117.11
Bosnia and Herzegovina,BIH,2012,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,114.47
Bosnia and Herzegovina,BIH,2011,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,115.644
Bosnia and Herzegovina,BIH,2010,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,119.015
Bosnia and Herzegovina,BIH,2009,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,123.854
Bosnia and Herzegovina,BIH,2008,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,127.666
Bosnia and Herzegovina,BIH,2007,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,137.161
Bosnia and Herzegovina,BIH,2006,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,138.381
Bosnia and Herzegovina,BIH,2005,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,149.687
Bosnia and Herzegovina,BIH,2004,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,138.219
Bosnia and Herzegovina,BIH,2003,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,146.196
Bosnia and Herzegovina,BIH,2002,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,155.042
Bosnia and Herzegovina,BIH,2001,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,159.869
Bosnia and Herzegovina,BIH,2000,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,166.773
Bosnia and Herzegovina,BIH,1999,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,159.58
Bosnia and Herzegovina,BIH,1998,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,170.979
Bosnia and Herzegovina,BIH,1997,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,176.952
Bosnia and Herzegovina,BIH,1996,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,181.393
Bosnia and Herzegovina,BIH,1995,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,254.919
Bosnia and Herzegovina,BIH,1994,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,391.839
Bosnia and Herzegovina,BIH,1993,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,691.882
Bosnia and Herzegovina,BIH,1992,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,680.794
Bosnia and Herzegovina,BIH,1991,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.065
Bosnia and Herzegovina,BIH,1990,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,197.184
Bosnia and Herzegovina,BIH,1989,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.596
Bosnia and Herzegovina,BIH,1988,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,202.134
Bosnia and Herzegovina,BIH,1987,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.754
Bosnia and Herzegovina,BIH,1986,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,210.714
Bosnia and Herzegovina,BIH,1985,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,212.908
Bosnia and Herzegovina,BIH,1984,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,212.365
Bosnia and Herzegovina,BIH,1983,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.056
Bosnia and Herzegovina,BIH,1982,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.137
Bosnia and Herzegovina,BIH,1981,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.406
Bosnia and Herzegovina,BIH,1980,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.932
Bosnia and Herzegovina,BIH,1979,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,213.894
Bosnia and Herzegovina,BIH,1978,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,215.069
Bosnia and Herzegovina,BIH,1977,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,213.116
Bosnia and Herzegovina,BIH,1976,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.811
Bosnia and Herzegovina,BIH,1975,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,214.456
Bosnia and Herzegovina,BIH,1974,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,217.916
Bosnia and Herzegovina,BIH,1973,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,223.042
Bosnia and Herzegovina,BIH,1972,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,227.986
Bosnia and Herzegovina,BIH,1971,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,228.971
Bosnia and Herzegovina,BIH,1970,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,229.495
Bosnia and Herzegovina,BIH,1969,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,229.796
Bosnia and Herzegovina,BIH,1968,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,226.572
Bosnia and Herzegovina,BIH,1967,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,223.731
Bosnia and Herzegovina,BIH,1966,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,222.047
Bosnia and Herzegovina,BIH,1965,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,225.333
Bosnia and Herzegovina,BIH,1964,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,228.625
Bosnia and Herzegovina,BIH,1963,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,230.923
Bosnia and Herzegovina,BIH,1962,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,235.955
Bosnia and Herzegovina,BIH,1961,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,237.928
Bosnia and Herzegovina,BIH,1960,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.385
Bosnia and Herzegovina,BIH,2021,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.42
Bosnia and Herzegovina,BIH,2020,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.611
Bosnia and Herzegovina,BIH,2019,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.819
Bosnia and Herzegovina,BIH,2018,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.067
Bosnia and Herzegovina,BIH,2017,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,09.02
Bosnia and Herzegovina,BIH,2016,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.953
Bosnia and Herzegovina,BIH,2015,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.842
Bosnia and Herzegovina,BIH,2014,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.768
Bosnia and Herzegovina,BIH,2013,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.949
Bosnia and Herzegovina,BIH,2012,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.211
Bosnia and Herzegovina,BIH,2011,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.878
Bosnia and Herzegovina,BIH,2010,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.492
Bosnia and Herzegovina,BIH,2009,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.851
Bosnia and Herzegovina,BIH,2008,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.835
Bosnia and Herzegovina,BIH,2007,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.794
Bosnia and Herzegovina,BIH,2006,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.374
Bosnia and Herzegovina,BIH,2005,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.582
Bosnia and Herzegovina,BIH,2004,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.842
Bosnia and Herzegovina,BIH,2003,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.86
Bosnia and Herzegovina,BIH,2002,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.902
Bosnia and Herzegovina,BIH,2001,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.816
Bosnia and Herzegovina,BIH,2000,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.068
Bosnia and Herzegovina,BIH,1999,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.556
Bosnia and Herzegovina,BIH,1998,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.791
Bosnia and Herzegovina,BIH,1997,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.296
Bosnia and Herzegovina,BIH,1996,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.221
Bosnia and Herzegovina,BIH,1995,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.698
Bosnia and Herzegovina,BIH,1994,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.548
Bosnia and Herzegovina,BIH,1993,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.524
Bosnia and Herzegovina,BIH,1992,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.411
Bosnia and Herzegovina,BIH,1991,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.75
Bosnia and Herzegovina,BIH,1990,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.912
Bosnia and Herzegovina,BIH,1989,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.318
Bosnia and Herzegovina,BIH,1988,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.921
Bosnia and Herzegovina,BIH,1987,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.39
Bosnia and Herzegovina,BIH,1986,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.867
Bosnia and Herzegovina,BIH,1985,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.406
Bosnia and Herzegovina,BIH,1984,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.888
Bosnia and Herzegovina,BIH,1983,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.17
Bosnia and Herzegovina,BIH,1982,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.24
Bosnia and Herzegovina,BIH,1981,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.945
Bosnia and Herzegovina,BIH,1980,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.492
Bosnia and Herzegovina,BIH,1979,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.359
Bosnia and Herzegovina,BIH,1978,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.676
Bosnia and Herzegovina,BIH,1977,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.168
Bosnia and Herzegovina,BIH,1976,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.8
Bosnia and Herzegovina,BIH,1975,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.336
Bosnia and Herzegovina,BIH,1974,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.866
Bosnia and Herzegovina,BIH,1973,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.454
Bosnia and Herzegovina,BIH,1972,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.119
Bosnia and Herzegovina,BIH,1971,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.586
Bosnia and Herzegovina,BIH,1970,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.978
Bosnia and Herzegovina,BIH,1969,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.724
Bosnia and Herzegovina,BIH,1968,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.474
Bosnia and Herzegovina,BIH,1967,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.447
Bosnia and Herzegovina,BIH,1966,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.611
Bosnia and Herzegovina,BIH,1965,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.884
Bosnia and Herzegovina,BIH,1964,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.006
Bosnia and Herzegovina,BIH,1963,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.247
Bosnia and Herzegovina,BIH,1962,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.401
Bosnia and Herzegovina,BIH,1961,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.475
Bosnia and Herzegovina,BIH,1960,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.36
Bosnia and Herzegovina,BIH,2021,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.712
Bosnia and Herzegovina,BIH,2020,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.094
Bosnia and Herzegovina,BIH,2019,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.266
Bosnia and Herzegovina,BIH,2018,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.056
Bosnia and Herzegovina,BIH,2017,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.842
Bosnia and Herzegovina,BIH,2016,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.613
Bosnia and Herzegovina,BIH,2015,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.011
Bosnia and Herzegovina,BIH,2014,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.276
Bosnia and Herzegovina,BIH,2013,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.055
Bosnia and Herzegovina,BIH,2012,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.888
Bosnia and Herzegovina,BIH,2011,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.851
Bosnia and Herzegovina,BIH,2010,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.499
Bosnia and Herzegovina,BIH,2009,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.29
Bosnia and Herzegovina,BIH,2008,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.103
Bosnia and Herzegovina,BIH,2007,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.383
Bosnia and Herzegovina,BIH,2006,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.901
Bosnia and Herzegovina,BIH,2005,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.242
Bosnia and Herzegovina,BIH,2004,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.258
Bosnia and Herzegovina,BIH,2003,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.187
Bosnia and Herzegovina,BIH,2002,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.859
Bosnia and Herzegovina,BIH,2001,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.187
Bosnia and Herzegovina,BIH,2000,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.358
Bosnia and Herzegovina,BIH,1999,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.683
Bosnia and Herzegovina,BIH,1998,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.33
Bosnia and Herzegovina,BIH,1997,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.314
Bosnia and Herzegovina,BIH,1996,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.425
Bosnia and Herzegovina,BIH,1995,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.709
Bosnia and Herzegovina,BIH,1994,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.635
Bosnia and Herzegovina,BIH,1993,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.58
Bosnia and Herzegovina,BIH,1992,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.114
Bosnia and Herzegovina,BIH,1991,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.769
Bosnia and Herzegovina,BIH,1990,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.378
Bosnia and Herzegovina,BIH,1989,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.596
Bosnia and Herzegovina,BIH,1988,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.463
Bosnia and Herzegovina,BIH,1987,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.363
Bosnia and Herzegovina,BIH,1986,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.473
Bosnia and Herzegovina,BIH,1985,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.61
Bosnia and Herzegovina,BIH,1984,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.286
Bosnia and Herzegovina,BIH,1983,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.076
Bosnia and Herzegovina,BIH,1982,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.018
Bosnia and Herzegovina,BIH,1981,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.926
Bosnia and Herzegovina,BIH,1980,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.817
Bosnia and Herzegovina,BIH,1979,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.739
Bosnia and Herzegovina,BIH,1978,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.669
Bosnia and Herzegovina,BIH,1977,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.54
Bosnia and Herzegovina,BIH,1976,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.569
Bosnia and Herzegovina,BIH,1975,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.518
Bosnia and Herzegovina,BIH,1974,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.618
Bosnia and Herzegovina,BIH,1973,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.778
Bosnia and Herzegovina,BIH,1972,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.892
Bosnia and Herzegovina,BIH,1971,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.991
Bosnia and Herzegovina,BIH,1970,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.082
Bosnia and Herzegovina,BIH,1969,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.204
Bosnia and Herzegovina,BIH,1968,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.261
Bosnia and Herzegovina,BIH,1967,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.35
Bosnia and Herzegovina,BIH,1966,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.49
Bosnia and Herzegovina,BIH,1965,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.759
Bosnia and Herzegovina,BIH,1964,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.037
Bosnia and Herzegovina,BIH,1963,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.369
Bosnia and Herzegovina,BIH,1962,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.758
Bosnia and Herzegovina,BIH,1961,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.105
Bosnia and Herzegovina,BIH,1960,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.535
Bosnia and Herzegovina,BIH,2012,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,12.1
Bosnia and Herzegovina,BIH,2006,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,11.3
Bosnia and Herzegovina,BIH,2000,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,16.2
Bosnia and Herzegovina,BIH,2012,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,46
Bosnia and Herzegovina,BIH,2006,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,35.7
Bosnia and Herzegovina,BIH,2000,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,47.5
Bosnia and Herzegovina,BIH,2021,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.4
Bosnia and Herzegovina,BIH,2020,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.5
Bosnia and Herzegovina,BIH,2019,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.6
Bosnia and Herzegovina,BIH,2018,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.7
Bosnia and Herzegovina,BIH,2017,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.8
Bosnia and Herzegovina,BIH,2016,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.8
Bosnia and Herzegovina,BIH,2015,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.9
Bosnia and Herzegovina,BIH,2014,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,4.9
Bosnia and Herzegovina,BIH,2013,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,5.1
Bosnia and Herzegovina,BIH,2012,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,5.2
Bosnia and Herzegovina,BIH,2011,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,5.4
Bosnia and Herzegovina,BIH,2010,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,5.6
Bosnia and Herzegovina,BIH,2009,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,5.8
Bosnia and Herzegovina,BIH,2008,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,6.1
Bosnia and Herzegovina,BIH,2007,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,6.4
Bosnia and Herzegovina,BIH,2006,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,6.6
Bosnia and Herzegovina,BIH,2005,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,6.9
Bosnia and Herzegovina,BIH,2004,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,7
Bosnia and Herzegovina,BIH,2003,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,7.1
Bosnia and Herzegovina,BIH,2002,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,7.2
Bosnia and Herzegovina,BIH,2001,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,7.4
Bosnia and Herzegovina,BIH,2000,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,7.7
Bosnia and Herzegovina,BIH,1999,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,8
Bosnia and Herzegovina,BIH,1998,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,8.5
Bosnia and Herzegovina,BIH,1997,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,9
Bosnia and Herzegovina,BIH,1996,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,9.5
Bosnia and Herzegovina,BIH,1995,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,10.5
Bosnia and Herzegovina,BIH,1994,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,15.6
Bosnia and Herzegovina,BIH,1993,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,19.5
Bosnia and Herzegovina,BIH,1992,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,20.1
Bosnia and Herzegovina,BIH,1991,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,13.2
Bosnia and Herzegovina,BIH,1990,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,14.3
Bosnia and Herzegovina,BIH,1989,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,15.5
Bosnia and Herzegovina,BIH,1988,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,16.8
Bosnia and Herzegovina,BIH,1987,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,18.2
Bosnia and Herzegovina,BIH,1986,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,19.7
Bosnia and Herzegovina,BIH,1985,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,21.4
Bosnia and Herzegovina,BIH,1984,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,23.3
Bosnia and Herzegovina,BIH,2021,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.8
Bosnia and Herzegovina,BIH,2020,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5
Bosnia and Herzegovina,BIH,2019,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.1
Bosnia and Herzegovina,BIH,2018,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.2
Bosnia and Herzegovina,BIH,2017,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.3
